,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,emotionID,textID,sex,age,voice id,address,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
3099,3219,3242,3242,3,5,f,26,14257,C:/Users/vcc/Desktop/project ml/voice/14257.wav,,,,,,,,
11497,11617,11640,11640,3,3,m,23,9144,C:/Users/vcc/Desktop/project ml/voice/9144.wav,,,,,,,,
2868,2868,2891,2891,3,8,f,44,11096,C:/Users/vcc/Desktop/project ml/voice/11096.wav,,,,,,,,
15728,15848,15872,15872,1,6,m,24,9675,C:/Users/vcc/Desktop/project ml/voice/9675.wav,,,,,,,,
7010,7130,7153,7153,3,10,m,23,4055,C:/Users/vcc/Desktop/project ml/voice/4055.wav,,,,,,,,
6138,6258,6281,6281,4,2,m,25,12713,C:/Users/vcc/Desktop/project ml/voice/12713.wav,,,,,,,,
607,607,608,608,1,10,m,19,2523,C:/Users/vcc/Desktop/project ml/voice/2523.wav,,,,,,,,
875,875,876,876,2,10,m,56,11259,C:/Users/vcc/Desktop/project ml/voice/11259.wav,,,,,,,,
14120,14240,14264,14264,1,4,f,20,11718,C:/Users/vcc/Desktop/project ml/voice/11718.wav,,,,,,,,
1365,1365,1366,1366,1,10,m,26,16793,C:/Users/vcc/Desktop/project ml/voice/16793.wav,,,,,,,,
5940,6060,6083,6083,4,3,m,44,5028,C:/Users/vcc/Desktop/project ml/voice/5028.wav,,,,,,,,
611,611,612,612,2,4,m,19,2540,C:/Users/vcc/Desktop/project ml/voice/2540.wav,,,,,,,,
15977,16097,16121,16121,3,10,f,21,15039,C:/Users/vcc/Desktop/project ml/voice/15039.wav,,,,,,,,
7075,7195,7218,7218,2,5,m,20,4154,C:/Users/vcc/Desktop/project ml/voice/4154.wav,,,,,,,,
3379,3499,3522,3522,2,9,f,49,17060,C:/Users/vcc/Desktop/project ml/voice/17060.wav,,,,,,,,
10858,10978,11001,11001,1,8,m,29,5605,C:/Users/vcc/Desktop/project ml/voice/5605.wav,,,,,,,,
2040,2040,2041,2041,2,5,m,33,464,C:/Users/vcc/Desktop/project ml/voice/464.wav,,,,,,,,
12119,12239,12262,12262,1,1,m,26,14919,C:/Users/vcc/Desktop/project ml/voice/14919.wav,,,,,,,,
7377,7497,7520,7520,1,10,f,21,9851,C:/Users/vcc/Desktop/project ml/voice/9851.wav,,,,,,,,
7135,7255,7278,7278,4,5,f,48,14498,C:/Users/vcc/Desktop/project ml/voice/14498.wav,,,,,,,,
6632,6752,6775,6775,2,1,m,56,7378,C:/Users/vcc/Desktop/project ml/voice/7378.wav,,,,,,,,
2302,2302,2303,2303,4,7,f,24,714,C:/Users/vcc/Desktop/project ml/voice/714.wav,,,,,,,,
8316,8436,8459,8459,2,4,m,70,11919,C:/Users/vcc/Desktop/project ml/voice/11919.wav,,,,,,,,
6091,6211,6234,6234,3,5,f,18,12684,C:/Users/vcc/Desktop/project ml/voice/12684.wav,,,,,,,,
3875,3995,4018,4018,4,5,m,58,2106,C:/Users/vcc/Desktop/project ml/voice/2106.wav,,,,,,,,
10353,10473,10496,10496,2,5,m,47,15298,C:/Users/vcc/Desktop/project ml/voice/15298.wav,,,,,,,,
14910,15030,15054,15054,1,3,f,54,6825,C:/Users/vcc/Desktop/project ml/voice/6825.wav,,,,,,,,
6201,6321,6344,6344,2,5,m,32,12803,C:/Users/vcc/Desktop/project ml/voice/12803.wav,,,,,,,,
2458,2458,2459,2459,4,3,f,50,5988,C:/Users/vcc/Desktop/project ml/voice/5988.wav,,,,,,,,
16211,16331,16355,16355,3,4,m,51,13128,C:/Users/vcc/Desktop/project ml/voice/13128.wav,,,,,,,,
8466,8586,8609,8609,1,8,m,24,14107,C:/Users/vcc/Desktop/project ml/voice/14107.wav,,,,,,,,
13354,13474,13498,13498,4,1,f,45,3370,C:/Users/vcc/Desktop/project ml/voice/3370.wav,,,,,,,,
3106,3226,3249,3249,2,7,f,26,14264,C:/Users/vcc/Desktop/project ml/voice/14264.wav,,,,,,,,
5521,5641,5664,5664,3,3,f,33,8627,C:/Users/vcc/Desktop/project ml/voice/8627.wav,,,,,,,,
11884,12004,12027,12027,1,10,f,49,7173,C:/Users/vcc/Desktop/project ml/voice/7173.wav,,,,,,,,
3189,3309,3332,3332,1,8,m,56,14347,C:/Users/vcc/Desktop/project ml/voice/14347.wav,,,,,,,,
5510,5630,5653,5653,4,10,f,27,8576,C:/Users/vcc/Desktop/project ml/voice/8576.wav,,,,,,,,
15964,16084,16108,16108,2,7,f,21,15066,C:/Users/vcc/Desktop/project ml/voice/15066.wav,,,,,,,,
12368,12488,12511,12511,2,4,f,56,3670,C:/Users/vcc/Desktop/project ml/voice/3670.wav,,,,,,,,
12723,12843,12866,12866,1,3,f,33,12,C:/Users/vcc/Desktop/project ml/voice/12.wav,,,,,,,,
8905,9025,9048,9048,2,2,m,22,9500,C:/Users/vcc/Desktop/project ml/voice/9500.wav,,,,,,,,
4553,4673,4696,4696,4,2,m,24,6224,C:/Users/vcc/Desktop/project ml/voice/6224.wav,,,,,,,,
15676,15796,15820,15820,1,3,m,50,9623,C:/Users/vcc/Desktop/project ml/voice/9623.wav,,,,,,,,
1727,1727,1728,1728,3,2,m,20,12960,C:/Users/vcc/Desktop/project ml/voice/12960.wav,,,,,,,,
10181,10301,10324,10324,1,3,m,24,12354,C:/Users/vcc/Desktop/project ml/voice/12354.wav,,,,,,,,
2848,2848,2871,2871,1,8,f,44,11094,C:/Users/vcc/Desktop/project ml/voice/11094.wav,,,,,,,,
14435,14555,14579,14579,4,2,f,45,10833,C:/Users/vcc/Desktop/project ml/voice/10833.wav,,,,,,,,
5330,5450,5473,5473,1,7,m,30,13389,C:/Users/vcc/Desktop/project ml/voice/13389.wav,,,,,,,,
15541,15661,15685,15685,2,9,f,58,12539,C:/Users/vcc/Desktop/project ml/voice/12539.wav,,,,,,,,
14091,14211,14235,14235,4,6,f,50,11689,C:/Users/vcc/Desktop/project ml/voice/11689.wav,,,,,,,,
3790,3910,3933,3933,2,8,f,49,2952,C:/Users/vcc/Desktop/project ml/voice/2952.wav,,,,,,,,
2607,2607,2608,2608,3,2,m,60,6143,C:/Users/vcc/Desktop/project ml/voice/6143.wav,,,,,,,,
14234,14354,14378,14378,3,2,f,37,2653,C:/Users/vcc/Desktop/project ml/voice/2653.wav,,,,,,,,
6341,6461,6484,6484,4,5,m,35,11525,C:/Users/vcc/Desktop/project ml/voice/11525.wav,,,,,,,,
6844,6964,6987,6987,3,4,m,23,3911,C:/Users/vcc/Desktop/project ml/voice/3911.wav,,,,,,,,
12297,12417,12440,12440,3,6,m,24,3599,C:/Users/vcc/Desktop/project ml/voice/3599.wav,,,,,,,,
2074,2074,2075,2075,1,9,m,26,519,C:/Users/vcc/Desktop/project ml/voice/519.wav,,,,,,,,
7028,7148,7171,7171,1,8,m,35,4125,C:/Users/vcc/Desktop/project ml/voice/4125.wav,,,,,,,,
15098,15218,15242,15242,3,8,f,54,3117,C:/Users/vcc/Desktop/project ml/voice/3117.wav,,,,,,,,
12802,12922,12946,12946,1,3,m,24,92,C:/Users/vcc/Desktop/project ml/voice/92.wav,,,,,,,,
2190,2190,2191,2191,1,5,f,26,623,C:/Users/vcc/Desktop/project ml/voice/623.wav,,,,,,,,
1081,1081,1082,1082,1,6,f,48,13462,C:/Users/vcc/Desktop/project ml/voice/13462.wav,,,,,,,,
8547,8667,8690,8690,1,9,f,22,14191,C:/Users/vcc/Desktop/project ml/voice/14191.wav,,,,,,,,
13323,13443,13467,13467,1,4,m,23,3339,C:/Users/vcc/Desktop/project ml/voice/3339.wav,,,,,,,,
9485,9605,9628,9628,3,7,m,28,1273,C:/Users/vcc/Desktop/project ml/voice/1273.wav,,,,,,,,
10076,10196,10219,10219,2,8,f,51,12255,C:/Users/vcc/Desktop/project ml/voice/12255.wav,,,,,,,,
1712,1712,1713,1713,1,7,m,20,12978,C:/Users/vcc/Desktop/project ml/voice/12978.wav,,,,,,,,
7421,7541,7564,7564,1,1,m,56,9940,C:/Users/vcc/Desktop/project ml/voice/9940.wav,,,,,,,,
16275,16395,16419,16419,4,8,m,51,13145,C:/Users/vcc/Desktop/project ml/voice/13145.wav,,,,,,,,
12777,12897,12920,12920,3,6,f,62,66,C:/Users/vcc/Desktop/project ml/voice/66.wav,,,,,,,,
16544,16664,16688,16688,4,8,m,62,10451,C:/Users/vcc/Desktop/project ml/voice/10451.wav,,,,,,,,
9678,9798,9821,9821,4,5,f,34,1466,C:/Users/vcc/Desktop/project ml/voice/1466.wav,,,,,,,,
16241,16361,16385,16385,3,4,f,24,13248,C:/Users/vcc/Desktop/project ml/voice/13248.wav,,,,,,,,
10861,10981,11004,11004,2,1,m,29,5578,C:/Users/vcc/Desktop/project ml/voice/5578.wav,,,,,,,,
15544,15664,15688,15688,1,10,f,61,12502,C:/Users/vcc/Desktop/project ml/voice/12502.wav,,,,,,,,
7195,7315,7338,7338,2,5,m,29,14576,C:/Users/vcc/Desktop/project ml/voice/14576.wav,,,,,,,,
335,335,335,335,2,7,f,29,16342,C:/Users/vcc/Desktop/project ml/voice/16342.wav,,,,,,,,
10520,10640,10663,10663,3,5,f,53,8075,C:/Users/vcc/Desktop/project ml/voice/8075.wav,,,,,,,,
955,955,956,956,2,10,m,20,11339,C:/Users/vcc/Desktop/project ml/voice/11339.wav,,,,,,,,
13876,13996,14020,14020,1,9,f,23,3449,C:/Users/vcc/Desktop/project ml/voice/3449.wav,,,,,,,,
1595,1595,1596,1596,1,10,f,63,12823,C:/Users/vcc/Desktop/project ml/voice/12823.wav,,,,,,,,
11923,12043,12066,12066,1,9,m,29,7249,C:/Users/vcc/Desktop/project ml/voice/7249.wav,,,,,,,,
13864,13984,14008,14008,4,8,m,19,6688,C:/Users/vcc/Desktop/project ml/voice/6688.wav,,,,,,,,
8754,8874,8897,8897,4,4,m,23,8829,C:/Users/vcc/Desktop/project ml/voice/8829.wav,,,,,,,,
12205,12325,12348,12348,3,2,f,19,14805,C:/Users/vcc/Desktop/project ml/voice/14805.wav,,,,,,,,
8211,8331,8354,8354,4,7,f,35,11813,C:/Users/vcc/Desktop/project ml/voice/11813.wav,,,,,,,,
1952,1952,1953,1953,1,7,m,29,391,C:/Users/vcc/Desktop/project ml/voice/391.wav,,,,,,,,
13713,13833,13857,13857,2,1,m,23,6538,C:/Users/vcc/Desktop/project ml/voice/6538.wav,,,,,,,,
9087,9207,9230,9230,1,8,f,24,9322,C:/Users/vcc/Desktop/project ml/voice/9322.wav,,,,,,,,
13276,13396,13420,13420,2,2,f,20,3292,C:/Users/vcc/Desktop/project ml/voice/3292.wav,,,,,,,,
5504,5624,5647,5647,2,9,f,27,8610,C:/Users/vcc/Desktop/project ml/voice/8610.wav,,,,,,,,
4796,4916,4939,4939,2,3,f,36,7666,C:/Users/vcc/Desktop/project ml/voice/7666.wav,,,,,,,,
8788,8908,8931,8931,2,3,m,31,8863,C:/Users/vcc/Desktop/project ml/voice/8863.wav,,,,,,,,
13563,13683,13707,13707,2,5,m,25,13896,C:/Users/vcc/Desktop/project ml/voice/13896.wav,,,,,,,,
4597,4717,4740,4740,4,3,f,53,6268,C:/Users/vcc/Desktop/project ml/voice/6268.wav,,,,,,,,
9175,9295,9318,9318,1,10,m,36,9370,C:/Users/vcc/Desktop/project ml/voice/9370.wav,,,,,,,,
3277,3397,3420,3420,1,10,f,24,14395,C:/Users/vcc/Desktop/project ml/voice/14395.wav,,,,,,,,
8659,8779,8802,8802,1,1,f,21,8734,C:/Users/vcc/Desktop/project ml/voice/8734.wav,,,,,,,,
5378,5498,5521,5521,3,7,m,30,13390,C:/Users/vcc/Desktop/project ml/voice/13390.wav,,,,,,,,
7345,7465,7488,7488,1,2,f,21,9859,C:/Users/vcc/Desktop/project ml/voice/9859.wav,,,,,,,,
16658,16778,16802,16802,4,6,f,54,10563,C:/Users/vcc/Desktop/project ml/voice/10563.wav,,,,,,,,
4591,4711,4734,4734,2,2,f,53,6262,C:/Users/vcc/Desktop/project ml/voice/6262.wav,,,,,,,,
5571,5691,5714,5714,1,6,m,30,8677,C:/Users/vcc/Desktop/project ml/voice/8677.wav,,,,,,,,
11254,11374,11397,11397,4,5,f,26,10279,C:/Users/vcc/Desktop/project ml/voice/10279.wav,,,,,,,,
10960,11080,11103,11103,2,8,f,31,5846,C:/Users/vcc/Desktop/project ml/voice/5846.wav,,,,,,,,
7510,7630,7653,7653,2,3,m,36,5186,C:/Users/vcc/Desktop/project ml/voice/5186.wav,,,,,,,,
13284,13404,13428,13428,2,4,f,20,3300,C:/Users/vcc/Desktop/project ml/voice/3300.wav,,,,,,,,
15216,15336,15360,15360,1,8,m,21,3235,C:/Users/vcc/Desktop/project ml/voice/3235.wav,,,,,,,,
7480,7600,7623,7623,4,5,f,52,9999,C:/Users/vcc/Desktop/project ml/voice/9999.wav,,,,,,,,
3090,3210,3233,3233,2,3,f,26,14248,C:/Users/vcc/Desktop/project ml/voice/14248.wav,,,,,,,,
6934,7054,7077,7077,4,4,m,55,3992,C:/Users/vcc/Desktop/project ml/voice/3992.wav,,,,,,,,
11462,11582,11605,11605,1,2,m,48,9218,C:/Users/vcc/Desktop/project ml/voice/9218.wav,,,,,,,,
989,989,990,990,4,8,f,56,11373,C:/Users/vcc/Desktop/project ml/voice/11373.wav,,,,,,,,
9269,9389,9412,9412,3,2,m,23,8980,C:/Users/vcc/Desktop/project ml/voice/8980.wav,,,,,,,,
2721,2721,2743,2743,2,10,f,20,1964,C:/Users/vcc/Desktop/project ml/voice/1964.wav,,,,,,,,
9266,9386,9409,9409,4,1,m,23,8977,C:/Users/vcc/Desktop/project ml/voice/8977.wav,,,,,,,,
13580,13700,13724,13724,4,3,m,25,13890,C:/Users/vcc/Desktop/project ml/voice/13890.wav,,,,,,,,
9226,9346,9369,9369,4,1,m,32,8937,C:/Users/vcc/Desktop/project ml/voice/8937.wav,,,,,,,,
2876,2876,2899,2899,4,6,f,44,11089,C:/Users/vcc/Desktop/project ml/voice/11089.wav,,,,,,,,
16255,16375,16399,16399,4,8,f,45,13065,C:/Users/vcc/Desktop/project ml/voice/13065.wav,,,,,,,,
6955,7075,7098,7098,2,5,f,45,4034,C:/Users/vcc/Desktop/project ml/voice/4034.wav,,,,,,,,
5832,5952,5975,5975,1,5,f,55,4953,C:/Users/vcc/Desktop/project ml/voice/4953.wav,,,,,,,,
16400,16520,16544,16544,2,4,m,26,12119,C:/Users/vcc/Desktop/project ml/voice/12119.wav,,,,,,,,
11608,11728,11751,11751,2,3,f,54,16406,C:/Users/vcc/Desktop/project ml/voice/16406.wav,,,,,,,,
13947,14067,14091,14091,4,10,f,56,3456,C:/Users/vcc/Desktop/project ml/voice/3456.wav,,,,,,,,
13606,13726,13750,13750,2,9,m,47,13952,C:/Users/vcc/Desktop/project ml/voice/13952.wav,,,,,,,,
8652,8772,8795,8795,2,9,f,21,8727,C:/Users/vcc/Desktop/project ml/voice/8727.wav,,,,,,,,
3365,3485,3508,3508,1,5,f,49,17043,C:/Users/vcc/Desktop/project ml/voice/17043.wav,,,,,,,,
9912,10032,10055,10055,2,4,m,24,3750,C:/Users/vcc/Desktop/project ml/voice/3750.wav,,,,,,,,
5502,5622,5645,5645,4,8,f,27,8608,C:/Users/vcc/Desktop/project ml/voice/8608.wav,,,,,,,,
2617,2617,2618,2618,4,2,m,60,6144,C:/Users/vcc/Desktop/project ml/voice/6144.wav,,,,,,,,
899,899,900,900,2,6,m,21,11283,C:/Users/vcc/Desktop/project ml/voice/11283.wav,,,,,,,,
12969,13089,13113,13113,2,5,m,51,4194,C:/Users/vcc/Desktop/project ml/voice/4194.wav,,,,,,,,
4383,4503,4526,4526,4,8,f,33,874,C:/Users/vcc/Desktop/project ml/voice/874.wav,,,,,,,,
9133,9253,9276,9276,3,9,m,23,9368,C:/Users/vcc/Desktop/project ml/voice/9368.wav,,,,,,,,
9621,9741,9764,9764,3,1,m,31,1409,C:/Users/vcc/Desktop/project ml/voice/1409.wav,,,,,,,,
4753,4873,4896,4896,3,2,f,33,7623,C:/Users/vcc/Desktop/project ml/voice/7623.wav,,,,,,,,
15301,15421,15445,15445,4,4,m,23,4512,C:/Users/vcc/Desktop/project ml/voice/4512.wav,,,,,,,,
12616,12736,12759,12759,2,6,f,22,8438,C:/Users/vcc/Desktop/project ml/voice/8438.wav,,,,,,,,
13252,13372,13396,13396,2,6,m,58,3268,C:/Users/vcc/Desktop/project ml/voice/3268.wav,,,,,,,,
7963,8083,8106,8106,3,6,m,25,15899,C:/Users/vcc/Desktop/project ml/voice/15899.wav,,,,,,,,
2874,2874,2897,2897,4,4,f,44,11081,C:/Users/vcc/Desktop/project ml/voice/11081.wav,,,,,,,,
3344,3464,3487,3487,3,4,m,52,17001,C:/Users/vcc/Desktop/project ml/voice/17001.wav,,,,,,,,
15608,15728,15752,15752,1,6,f,19,12606,C:/Users/vcc/Desktop/project ml/voice/12606.wav,,,,,,,,
467,467,467,467,3,9,f,46,2401,C:/Users/vcc/Desktop/project ml/voice/2401.wav,,,,,,,,
10100,10220,10243,10243,1,2,m,31,12270,C:/Users/vcc/Desktop/project ml/voice/12270.wav,,,,,,,,
7115,7235,7258,7258,2,5,f,48,14496,C:/Users/vcc/Desktop/project ml/voice/14496.wav,,,,,,,,
8434,8554,8577,8577,2,6,m,56,14060,C:/Users/vcc/Desktop/project ml/voice/14060.wav,,,,,,,,
7008,7128,7151,7151,3,8,m,23,4087,C:/Users/vcc/Desktop/project ml/voice/4087.wav,,,,,,,,
15279,15399,15423,15423,2,2,m,23,4502,C:/Users/vcc/Desktop/project ml/voice/4502.wav,,,,,,,,
5890,6010,6033,6033,3,3,m,19,4987,C:/Users/vcc/Desktop/project ml/voice/4987.wav,,,,,,,,
3950,4070,4093,4093,3,10,f,28,2165,C:/Users/vcc/Desktop/project ml/voice/2165.wav,,,,,,,,
15357,15477,15501,15501,1,10,f,35,4573,C:/Users/vcc/Desktop/project ml/voice/4573.wav,,,,,,,,
12244,12364,12387,12387,2,2,m,26,14884,C:/Users/vcc/Desktop/project ml/voice/14884.wav,,,,,,,,
15821,15941,15965,15965,2,9,m,23,9768,C:/Users/vcc/Desktop/project ml/voice/9768.wav,,,,,,,,
16158,16278,16302,16302,2,1,m,23,13155,C:/Users/vcc/Desktop/project ml/voice/13155.wav,,,,,,,,
14498,14618,14642,14642,3,8,f,22,10896,C:/Users/vcc/Desktop/project ml/voice/10896.wav,,,,,,,,
13519,13639,13663,13663,1,10,m,45,13836,C:/Users/vcc/Desktop/project ml/voice/13836.wav,,,,,,,,
9537,9657,9680,9680,3,10,m,26,1285,C:/Users/vcc/Desktop/project ml/voice/1285.wav,,,,,,,,
3261,3381,3404,3404,1,6,f,24,14419,C:/Users/vcc/Desktop/project ml/voice/14419.wav,,,,,,,,
14227,14347,14371,14371,4,10,f,22,2606,C:/Users/vcc/Desktop/project ml/voice/2606.wav,,,,,,,,
12622,12742,12765,12765,4,7,f,22,8444,C:/Users/vcc/Desktop/project ml/voice/8444.wav,,,,,,,,
6759,6879,6902,6902,2,9,m,24,7530,C:/Users/vcc/Desktop/project ml/voice/7530.wav,,,,,,,,
16291,16411,16435,16435,4,4,f,27,13209,C:/Users/vcc/Desktop/project ml/voice/13209.wav,,,,,,,,
584,584,585,585,3,7,m,22,2513,C:/Users/vcc/Desktop/project ml/voice/2513.wav,,,,,,,,
8492,8612,8635,8635,4,4,m,24,14094,C:/Users/vcc/Desktop/project ml/voice/14094.wav,,,,,,,,
5932,6052,6075,6075,3,5,m,44,5035,C:/Users/vcc/Desktop/project ml/voice/5035.wav,,,,,,,,
5666,5786,5809,5809,2,9,m,20,10819,C:/Users/vcc/Desktop/project ml/voice/10819.wav,,,,,,,,
9800,9920,9943,9943,2,6,f,25,1076,C:/Users/vcc/Desktop/project ml/voice/1076.wav,,,,,,,,
8321,8441,8464,8464,3,5,m,70,11924,C:/Users/vcc/Desktop/project ml/voice/11924.wav,,,,,,,,
2680,2680,2697,2697,4,8,f,40,1958,C:/Users/vcc/Desktop/project ml/voice/1958.wav,,,,,,,,
13245,13365,13389,13389,3,4,m,58,3261,C:/Users/vcc/Desktop/project ml/voice/3261.wav,,,,,,,,
11902,12022,12045,12045,3,8,f,49,7207,C:/Users/vcc/Desktop/project ml/voice/7207.wav,,,,,,,,
7992,8112,8135,8135,4,3,f,21,15928,C:/Users/vcc/Desktop/project ml/voice/15928.wav,,,,,,,,
11480,11600,11623,11623,3,2,f,21,9100,C:/Users/vcc/Desktop/project ml/voice/9100.wav,,,,,,,,
5131,5251,5274,5274,1,8,f,22,15505,C:/Users/vcc/Desktop/project ml/voice/15505.wav,,,,,,,,
10514,10634,10657,10657,2,9,f,53,8090,C:/Users/vcc/Desktop/project ml/voice/8090.wav,,,,,,,,
371,371,371,371,2,3,f,24,15966,C:/Users/vcc/Desktop/project ml/voice/15966.wav,,,,,,,,
5788,5908,5931,5931,4,1,f,54,10623,C:/Users/vcc/Desktop/project ml/voice/10623.wav,,,,,,,,
11414,11534,11557,11557,4,2,m,48,9221,C:/Users/vcc/Desktop/project ml/voice/9221.wav,,,,,,,,
15967,16087,16111,16111,2,10,f,21,15038,C:/Users/vcc/Desktop/project ml/voice/15038.wav,,,,,,,,
4744,4864,4887,4887,2,10,f,33,7614,C:/Users/vcc/Desktop/project ml/voice/7614.wav,,,,,,,,
8440,8560,8583,8583,3,2,m,56,14045,C:/Users/vcc/Desktop/project ml/voice/14045.wav,,,,,,,,
8636,8756,8779,8779,2,5,f,21,8711,C:/Users/vcc/Desktop/project ml/voice/8711.wav,,,,,,,,
13417,13537,13561,13561,3,8,m,24,13752,C:/Users/vcc/Desktop/project ml/voice/13752.wav,,,,,,,,
15423,15543,15567,15567,4,9,f,50,12421,C:/Users/vcc/Desktop/project ml/voice/12421.wav,,,,,,,,
7819,7939,7962,7962,3,10,m,39,15715,C:/Users/vcc/Desktop/project ml/voice/15715.wav,,,,,,,,
12789,12909,12932,12932,3,9,f,62,78,C:/Users/vcc/Desktop/project ml/voice/78.wav,,,,,,,,
9128,9248,9271,9271,2,8,m,23,9363,C:/Users/vcc/Desktop/project ml/voice/9363.wav,,,,,,,,
8171,8291,8314,8314,4,2,f,22,10147,C:/Users/vcc/Desktop/project ml/voice/10147.wav,,,,,,,,
12145,12265,12288,12288,3,7,m,26,14945,C:/Users/vcc/Desktop/project ml/voice/14945.wav,,,,,,,,
11548,11668,11691,11691,4,5,m,23,9153,C:/Users/vcc/Desktop/project ml/voice/9153.wav,,,,,,,,
5566,5686,5709,5709,4,4,m,30,8672,C:/Users/vcc/Desktop/project ml/voice/8672.wav,,,,,,,,
2348,2348,2349,2349,1,3,f,27,301,C:/Users/vcc/Desktop/project ml/voice/301.wav,,,,,,,,
15549,15669,15693,15693,2,1,m,29,12547,C:/Users/vcc/Desktop/project ml/voice/12547.wav,,,,,,,,
6503,6623,6646,6646,4,8,m,24,15352,C:/Users/vcc/Desktop/project ml/voice/15352.wav,,,,,,,,
3635,3755,3778,3778,3,9,m,24,1681,C:/Users/vcc/Desktop/project ml/voice/1681.wav,,,,,,,,
16304,16424,16448,16448,4,7,f,24,13261,C:/Users/vcc/Desktop/project ml/voice/13261.wav,,,,,,,,
16379,16499,16523,16523,4,8,f,26,12097,C:/Users/vcc/Desktop/project ml/voice/12097.wav,,,,,,,,
6821,6941,6964,6964,1,1,m,23,3897,C:/Users/vcc/Desktop/project ml/voice/3897.wav,,,,,,,,
14818,14938,14962,14962,4,1,m,25,6700,C:/Users/vcc/Desktop/project ml/voice/6700.wav,,,,,,,,
8724,8844,8867,8867,2,7,m,23,8799,C:/Users/vcc/Desktop/project ml/voice/8799.wav,,,,,,,,
15820,15940,15964,15964,1,9,m,23,9767,C:/Users/vcc/Desktop/project ml/voice/9767.wav,,,,,,,,
11311,11431,11454,11454,1,10,m,58,10296,C:/Users/vcc/Desktop/project ml/voice/10296.wav,,,,,,,,
15719,15839,15863,15863,4,3,m,24,9666,C:/Users/vcc/Desktop/project ml/voice/9666.wav,,,,,,,,
1070,1070,1071,1071,4,5,m,25,13421,C:/Users/vcc/Desktop/project ml/voice/13421.wav,,,,,,,,
9542,9662,9685,9685,4,1,m,26,1330,C:/Users/vcc/Desktop/project ml/voice/1330.wav,,,,,,,,
7060,7180,7203,7203,4,10,m,35,4096,C:/Users/vcc/Desktop/project ml/voice/4096.wav,,,,,,,,
