,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,emotionID,textID,sex,age,voice id,address,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
12301,12421,12444,12444,3,7,m,24,3603,C:/Users/vcc/Desktop/project ml/voice/3603.wav,,,,,,,,
10266,10386,10409,10409,1,8,f,19,15229,C:/Users/vcc/Desktop/project ml/voice/15229.wav,,,,,,,,
8914,9034,9057,9057,3,6,m,22,9517,C:/Users/vcc/Desktop/project ml/voice/9517.wav,,,,,,,,
4709,4829,4852,4852,3,1,f,25,7579,C:/Users/vcc/Desktop/project ml/voice/7579.wav,,,,,,,,
5562,5682,5705,5705,4,3,m,30,8668,C:/Users/vcc/Desktop/project ml/voice/8668.wav,,,,,,,,
15254,15374,15398,15398,3,7,m,40,4483,C:/Users/vcc/Desktop/project ml/voice/4483.wav,,,,,,,,
16085,16205,16229,16229,1,8,m,13,13102,C:/Users/vcc/Desktop/project ml/voice/13102.wav,,,,,,,,
7302,7422,7445,7445,1,2,f,16,14683,C:/Users/vcc/Desktop/project ml/voice/14683.wav,,,,,,,,
7182,7302,7325,7325,1,2,m,29,14563,C:/Users/vcc/Desktop/project ml/voice/14563.wav,,,,,,,,
435,435,435,435,4,7,f,25,2354,C:/Users/vcc/Desktop/project ml/voice/2354.wav,,,,,,,,
14508,14628,14652,14652,1,1,m,33,10906,C:/Users/vcc/Desktop/project ml/voice/10906.wav,,,,,,,,
1269,1269,1270,1270,4,4,f,25,16692,C:/Users/vcc/Desktop/project ml/voice/16692.wav,,,,,,,,
6510,6630,6653,6653,1,5,m,31,15415,C:/Users/vcc/Desktop/project ml/voice/15415.wav,,,,,,,,
11038,11158,11181,11181,4,7,m,32,5924,C:/Users/vcc/Desktop/project ml/voice/5924.wav,,,,,,,,
4590,4710,4733,4733,1,2,f,53,6261,C:/Users/vcc/Desktop/project ml/voice/6261.wav,,,,,,,,
2055,2055,2056,2056,3,10,m,33,445,C:/Users/vcc/Desktop/project ml/voice/445.wav,,,,,,,,
3907,4027,4050,4050,3,7,f,61,2153,C:/Users/vcc/Desktop/project ml/voice/2153.wav,,,,,,,,
5757,5877,5900,5900,3,10,f,27,10699,C:/Users/vcc/Desktop/project ml/voice/10699.wav,,,,,,,,
4071,4191,4214,4214,4,1,m,28,2290,C:/Users/vcc/Desktop/project ml/voice/2290.wav,,,,,,,,
1325,1325,1326,1326,1,10,f,27,16753,C:/Users/vcc/Desktop/project ml/voice/16753.wav,,,,,,,,
11570,11690,11713,11713,4,3,f,24,16368,C:/Users/vcc/Desktop/project ml/voice/16368.wav,,,,,,,,
5746,5866,5889,5889,3,9,m,55,10695,C:/Users/vcc/Desktop/project ml/voice/10695.wav,,,,,,,,
13260,13380,13404,13404,2,8,m,58,3276,C:/Users/vcc/Desktop/project ml/voice/3276.wav,,,,,,,,
13822,13942,13966,13966,4,8,m,51,6648,C:/Users/vcc/Desktop/project ml/voice/6648.wav,,,,,,,,
12343,12463,12486,12486,1,8,m,32,3645,C:/Users/vcc/Desktop/project ml/voice/3645.wav,,,,,,,,
1199,1199,1200,1200,1,4,m,10,16649,C:/Users/vcc/Desktop/project ml/voice/16649.wav,,,,,,,,
12702,12822,12845,12845,4,7,m,29,8524,C:/Users/vcc/Desktop/project ml/voice/8524.wav,,,,,,,,
15223,15343,15367,15367,4,9,m,21,3242,C:/Users/vcc/Desktop/project ml/voice/3242.wav,,,,,,,,
13814,13934,13958,13958,3,6,m,51,6639,C:/Users/vcc/Desktop/project ml/voice/6639.wav,,,,,,,,
15249,15369,15393,15393,3,2,m,40,4463,C:/Users/vcc/Desktop/project ml/voice/4463.wav,,,,,,,,
11321,11441,11464,11464,3,2,f,52,10346,C:/Users/vcc/Desktop/project ml/voice/10346.wav,,,,,,,,
1567,1567,1568,1568,3,2,m,61,16603,C:/Users/vcc/Desktop/project ml/voice/16603.wav,,,,,,,,
16327,16447,16471,16471,4,5,f,51,12045,C:/Users/vcc/Desktop/project ml/voice/12045.wav,,,,,,,,
1097,1097,1098,1098,3,2,f,48,13448,C:/Users/vcc/Desktop/project ml/voice/13448.wav,,,,,,,,
13040,13160,13184,13184,1,3,m,14,4265,C:/Users/vcc/Desktop/project ml/voice/4265.wav,,,,,,,,
2896,2896,2919,2919,2,6,m,22,11127,C:/Users/vcc/Desktop/project ml/voice/11127.wav,,,,,,,,
10735,10855,10878,10878,1,5,m,57,5473,C:/Users/vcc/Desktop/project ml/voice/5473.wav,,,,,,,,
4941,5061,5084,5084,3,9,m,25,7811,C:/Users/vcc/Desktop/project ml/voice/7811.wav,,,,,,,,
14370,14490,14514,14514,3,6,m,18,2789,C:/Users/vcc/Desktop/project ml/voice/2789.wav,,,,,,,,
11490,11610,11633,11633,3,8,m,23,9164,C:/Users/vcc/Desktop/project ml/voice/9164.wav,,,,,,,,
15793,15913,15937,15937,2,2,m,23,9740,C:/Users/vcc/Desktop/project ml/voice/9740.wav,,,,,,,,
1304,1304,1305,1305,3,9,m,26,16751,C:/Users/vcc/Desktop/project ml/voice/16751.wav,,,,,,,,
10408,10528,10551,10551,4,1,m,23,7940,C:/Users/vcc/Desktop/project ml/voice/7940.wav,,,,,,,,
7385,7505,7528,7528,1,2,m,22,9899,C:/Users/vcc/Desktop/project ml/voice/9899.wav,,,,,,,,
9548,9668,9691,9691,2,3,m,26,1336,C:/Users/vcc/Desktop/project ml/voice/1336.wav,,,,,,,,
12762,12882,12905,12905,4,2,f,62,51,C:/Users/vcc/Desktop/project ml/voice/51.wav,,,,,,,,
7527,7647,7670,7670,3,7,m,36,5203,C:/Users/vcc/Desktop/project ml/voice/5203.wav,,,,,,,,
11380,11500,11523,11523,2,7,m,32,10405,C:/Users/vcc/Desktop/project ml/voice/10405.wav,,,,,,,,
441,441,441,441,1,3,f,46,2375,C:/Users/vcc/Desktop/project ml/voice/2375.wav,,,,,,,,
14042,14162,14186,14186,3,4,m,15,11640,C:/Users/vcc/Desktop/project ml/voice/11640.wav,,,,,,,,
4642,4762,4785,4785,2,5,m,32,6314,C:/Users/vcc/Desktop/project ml/voice/6314.wav,,,,,,,,
14021,14141,14165,14165,4,4,m,65,3552,C:/Users/vcc/Desktop/project ml/voice/3552.wav,,,,,,,,
7355,7475,7498,7498,3,4,f,21,9869,C:/Users/vcc/Desktop/project ml/voice/9869.wav,,,,,,,,
5262,5382,5405,5405,4,10,m,25,15596,C:/Users/vcc/Desktop/project ml/voice/15596.wav,,,,,,,,
8249,8369,8392,8392,2,7,f,14,11851,C:/Users/vcc/Desktop/project ml/voice/11851.wav,,,,,,,,
16151,16271,16295,16295,2,4,m,51,13127,C:/Users/vcc/Desktop/project ml/voice/13127.wav,,,,,,,,
16017,16137,16161,16161,3,10,f,57,15079,C:/Users/vcc/Desktop/project ml/voice/15079.wav,,,,,,,,
11516,11636,11659,11659,2,5,m,48,9231,C:/Users/vcc/Desktop/project ml/voice/9231.wav,,,,,,,,
7183,7303,7326,7326,1,3,m,29,14567,C:/Users/vcc/Desktop/project ml/voice/14567.wav,,,,,,,,
16568,16688,16712,16712,3,2,f,20,10466,C:/Users/vcc/Desktop/project ml/voice/10466.wav,,,,,,,,
4461,4581,4604,4604,4,6,m,27,946,C:/Users/vcc/Desktop/project ml/voice/946.wav,,,,,,,,
11710,11830,11853,11853,4,8,m,20,16508,C:/Users/vcc/Desktop/project ml/voice/16508.wav,,,,,,,,
14217,14337,14361,14361,2,8,f,22,2636,C:/Users/vcc/Desktop/project ml/voice/2636.wav,,,,,,,,
4160,4280,4303,4303,4,10,m,32,13601,C:/Users/vcc/Desktop/project ml/voice/13601.wav,,,,,,,,
9559,9679,9702,9702,1,6,m,26,1347,C:/Users/vcc/Desktop/project ml/voice/1347.wav,,,,,,,,
1529,1529,1530,1530,3,4,m,30,16961,C:/Users/vcc/Desktop/project ml/voice/16961.wav,,,,,,,,
8079,8199,8222,8222,2,10,m,59,10057,C:/Users/vcc/Desktop/project ml/voice/10057.wav,,,,,,,,
3097,3217,3240,3240,1,5,f,26,14255,C:/Users/vcc/Desktop/project ml/voice/14255.wav,,,,,,,,
2651,2651,2653,2653,3,7,f,25,1913,C:/Users/vcc/Desktop/project ml/voice/1913.wav,,,,,,,,
12132,12252,12275,12275,2,4,m,26,14932,C:/Users/vcc/Desktop/project ml/voice/14932.wav,,,,,,,,
9435,9555,9578,9578,1,5,m,43,1223,C:/Users/vcc/Desktop/project ml/voice/1223.wav,,,,,,,,
2517,2517,2518,2518,2,2,m,25,6062,C:/Users/vcc/Desktop/project ml/voice/6062.wav,,,,,,,,
4886,5006,5029,5029,4,5,m,35,7756,C:/Users/vcc/Desktop/project ml/voice/7756.wav,,,,,,,,
14436,14556,14580,14580,1,3,f,45,10834,C:/Users/vcc/Desktop/project ml/voice/10834.wav,,,,,,,,
13573,13693,13717,13717,3,6,m,25,13901,C:/Users/vcc/Desktop/project ml/voice/13901.wav,,,,,,,,
9355,9475,9498,9498,1,4,f,48,9066,C:/Users/vcc/Desktop/project ml/voice/9066.wav,,,,,,,,
10090,10210,10233,10233,4,2,f,51,12233,C:/Users/vcc/Desktop/project ml/voice/12233.wav,,,,,,,,
14075,14195,14219,14219,4,2,f,50,11673,C:/Users/vcc/Desktop/project ml/voice/11673.wav,,,,,,,,
16119,16239,16263,16263,1,2,f,24,13238,C:/Users/vcc/Desktop/project ml/voice/13238.wav,,,,,,,,
813,813,814,814,4,4,m,30,4912,C:/Users/vcc/Desktop/project ml/voice/4912.wav,,,,,,,,
6864,6984,7007,7007,1,4,f,28,3949,C:/Users/vcc/Desktop/project ml/voice/3949.wav,,,,,,,,
14206,14326,14350,14350,3,5,f,22,2625,C:/Users/vcc/Desktop/project ml/voice/2625.wav,,,,,,,,
7001,7121,7144,7144,3,1,m,23,4059,C:/Users/vcc/Desktop/project ml/voice/4059.wav,,,,,,,,
15084,15204,15228,15228,1,5,f,54,3103,C:/Users/vcc/Desktop/project ml/voice/3103.wav,,,,,,,,
1825,1825,1826,1826,4,10,f,44,5656,C:/Users/vcc/Desktop/project ml/voice/5656.wav,,,,,,,,
192,192,192,192,4,3,m,23,16168,C:/Users/vcc/Desktop/project ml/voice/16168.wav,,,,,,,,
12113,12233,12256,12256,3,9,m,31,14873,C:/Users/vcc/Desktop/project ml/voice/14873.wav,,,,,,,,
11869,11989,12012,12012,4,5,m,55,7156,C:/Users/vcc/Desktop/project ml/voice/7156.wav,,,,,,,,
8621,8741,8764,8764,3,1,f,21,8696,C:/Users/vcc/Desktop/project ml/voice/8696.wav,,,,,,,,
